date,b30ret,b20ret,b10ret,b7ret,b5ret,b2ret,b1ret,t90ret,t30ret,cpiret,wti_price,fedfunds,nfci,anfci,nfci_risk,nfci_credit,nfci_leverage,nfci_nonfinancial_leverage,gdp_growth,ppi,trade_balance,unrate,usd_index,labor_force_women,health_services_emp,homeownership_rate,working_age_pop,migration_fear_idx,labor_force_part,labor_force_men
2007-03-31,0.002889,0.00868,0.014043,0.018154,0.017831,0.014738,0.013018,0.012635,0.012473,0.017602,58.07666666666666,5.256666666666667,-0.6526568026286298,-0.4807067472639638,-0.7198219173331618,-0.0937862106924462,-0.3319928798593898,2.592124279191426,0.0125424870864898,169.3,-60713088999.0,4.5,83.70333333333333,59.4,18508,68.5,195159800,104.0736845,66.2,73.5
2007-06-30,-0.030523,-0.021414,-0.014534,-0.009487,-0.005683,0.006024,0.010221,0.012872,0.012363,0.014609,64.97666666666667,5.25,-0.5645156623769269,-0.3374406348906921,-0.5969035031124165,-0.1092237266637159,-0.09668746412521,2.6888525299011783,0.013114489093746,173.8,-64372715557.0,4.5,81.89,59.3,18660,68.3,195656300,129.776794,66.0,73.3
2007-09-30,0.057024,0.049913,0.040965,0.047106,0.041009,0.027416,0.018887,0.013697,0.011558,0.000663,75.46666666666667,5.073333333333333,-0.0625930837826067,0.2934461756330488,-0.1144490414210296,0.2566553070936799,0.7770202995641142,2.7326800511206453,0.0112508038768284,173.5,-64187961934.0,4.666666666666667,79.76,59.5,18806,68.0,196058900,114.6099138,66.0,73.0
2007-12-31,0.071799,0.058864,0.054015,0.05133,0.045755,0.026894,0.01616,0.010719,0.009558,0.007415,90.75333333333332,4.496666666666667,0.2706109594155139,0.6642385686664931,0.2152931060285849,0.4733464893783968,1.83303937687066,2.7238740045028584,0.0103638964174759,178.6,-60081177907.0,4.8,76.44,59.4,18924,67.8,196412400,112.055173,66.0,73.1
2008-03-31,0.040126,0.03846,0.059771,0.07103,0.054042,0.033561,0.021471,0.009139,0.005634,0.016626,97.93666666666668,3.1766666666666663,0.6491489442276458,1.1573744218698971,0.4746534225148944,0.9093501838039568,2.132901937973851,2.64635021335094,-0.0005789987372118,187.9,-58184020922.0,5.0,73.56333333333333,59.5,19069,67.9,196371800,102.642503,66.1,73.1
2008-06-30,-0.026826,-0.0253,-0.024511,-0.033727,-0.031839,-0.0147,-0.002766,0.003181,0.003725,0.024761,123.95333333333332,2.0866666666666664,0.6292730017558129,1.0980088825357412,0.506656695571475,0.8153691355583457,2.585956770840342,2.416612531680318,0.0108226014851353,200.5,-70046279242.0,5.333333333333333,72.61666666666666,59.5,19232,68.1,196508400,87.39261978,66.1,73.0
2008-09-30,0.046899,0.03088,0.02144,0.02585,0.0257,0.019912,0.010692,0.005689,0.004258,-0.000147,118.05,1.94,0.9299614505003888,1.3896155697975383,0.8004430529612466,1.0662400182483285,2.656808246125626,2.208416477598796,0.0022399212791917,196.9,-74058731769.0,6.0,76.68666666666667,59.4,19343,67.7,196845400,88.16533237,66.0,72.9
2008-12-31,0.33463,0.203752,0.114308,0.113594,0.080968,0.031545,0.016364,0.002296,0.001049,-0.039102,58.34666666666667,0.5066666666666667,2.761799590118131,3.475844441592131,2.66103214321171,2.471358850175825,3.063383207530003,1.9387355190397648,-0.0195174185863089,170.9,-48444833482.0,6.866666666666667,84.43333333333334,59.5,19438,67.5,197427700,74.61435051,65.8,72.5
2009-03-31,-0.131935,-0.058608,-0.014902,-0.009508,-0.003427,0.00034,-0.001502,0.000593,0.000329,0.011801,42.91333333333333,0.1833333333333333,2.166520321555282,2.775770522591157,1.9849242283704176,2.0598613114246507,3.7338427435996304,1.3890900688273922,-0.0121374906396808,168.1,-33284547247.0,8.266666666666667,86.50333333333333,59.5,19514,67.4,197519100,77.24304278,65.6,72.1
2009-06-30,-0.121978,-0.07935,-0.048932,-0.048779,-0.03681,-0.00258,0.002838,0.000585,0.000217,0.014029,59.44,0.18,1.1235917356286935,1.6572267161051486,1.0069399022386227,1.2505247770536865,2.0463319308585444,0.7260694709282808,-0.0034416421094121,174.1,-40200373760.0,9.3,81.40333333333332,59.5,19619,67.4,197600000,79.06569383,65.7,72.2
2009-09-30,0.058975,0.045325,0.029007,0.030146,0.022173,0.008793,0.003396,0.000687,0.000314,0.001279,68.20333333333333,0.1566666666666666,0.3463837964666752,0.7034860261425361,0.3239452426806484,0.5674158359647279,0.8892958228566427,0.0786078283190164,0.0047037681601218,174.1,-49792448050.0,9.633333333333333,77.72333333333334,58.9,19695,67.4,198374500,72.25066295,65.1,71.7
2009-12-31,-0.082679,-0.050647,-0.023185,-0.015181,-0.005978,0.002671,0.000703,0.000365,0.000106,-9.2e-05,76.06,0.12,-0.0161063188132502,0.2160379228429296,0.0040850783413622,0.2363144586381833,0.6325869273629705,-0.3184089426838816,0.014005720304173,178.1,-46443685503.0,9.933333333333334,76.31333333333333,58.6,19802,67.2,198774000,62.90091439,64.6,71.0
2010-03-31,-0.001467,0.012931,0.008514,0.01734,0.015302,0.009171,0.0019,0.000119,0.000106,0.007788,78.64,0.1333333333333333,-0.2489876582925697,-0.1159953276455273,-0.1637911947695512,-0.0171755356003272,0.3995935731722897,-0.6271020977140401,0.0077372925680261,183.3,-47218576900.0,9.833333333333334,80.29666666666667,58.8,19896,67.2,198651400,65.26736112,64.9,71.4
2010-06-30,0.156356,0.119104,0.077498,0.065486,0.043174,0.012339,0.001974,0.000376,0.00035,0.001535,77.79,0.1933333333333333,-0.2271727456282635,-0.1186906342125247,-0.1193418661152156,0.0039424147902158,0.0247734126913964,-0.9071499171786476,0.0146013338652357,183.5,-61170436135.0,9.633333333333333,84.82666666666667,58.5,19964,66.9,198926700,110.2747884,64.6,71.1
2010-09-30,0.042529,0.054593,0.041687,0.036451,0.030262,0.00514,0.002229,0.000365,0.000393,0.002175,76.05333333333333,0.1866666666666666,-0.2442417201968098,-0.1720482197300123,-0.1731247347094302,0.0371278070219281,-0.0120508622993111,-1.032310530078886,0.0107751615750211,184.9,-59437197794.0,9.466666666666669,81.15333333333334,58.5,20005,66.7,199529800,103.0580423,64.6,71.1
2010-12-31,-0.097362,-0.081764,-0.050812,-0.03986,-0.028164,-0.002453,-0.000303,0.000425,0.000366,0.003387,85.09666666666668,0.1866666666666666,-0.4423580717288404,-0.3912526109699363,-0.2909713106405554,-0.2306870744122454,0.0669925387327764,-1.188662603933177,0.0110864718652385,189.7,-49071257823.0,9.5,79.16333333333334,58.3,20126,66.5,200030200,74.35299595,64.3,70.7
2011-03-31,-0.018265,-0.009218,-0.000908,-0.001932,-0.001643,-0.000797,0.001396,0.000437,0.000255,0.019563,93.53666666666668,0.1566666666666666,-0.5696051813080617,-0.557330697164154,-0.3625245049672373,-0.3838056994873401,-0.0796927580570925,-1.2513809211991158,0.0027417009885513,199.2,-54251938386.0,9.033333333333331,76.82666666666667,58.3,20180,66.5,199551600,76.45808812,64.2,70.4
2011-06-30,0.034425,0.037493,0.033683,0.038736,0.034204,0.010628,0.001892,0.000375,0.000101,0.01009,102.23,0.0933333333333333,-0.5660258522246209,-0.5590811521109555,-0.4028888348172889,-0.3487075523080755,0.1168209711962991,-1.2888719470647514,0.0134248573815316,203.9,-66581505978.0,9.066666666666666,73.95666666666666,58.0,20284,66.0,199978300,72.25632143,64.0,70.4
2011-09-30,0.309512,0.211037,0.111889,0.073419,0.044701,0.005163,-0.000222,0.000156,5.4e-05,0.00517,89.71666666666665,0.0833333333333333,-0.2520644070413331,-0.2374531017282516,-0.1480706335391858,-0.0694214732098706,0.7757095532786388,-1.3644263595826815,0.0057940397899693,203.7,-62534765895.0,9.0,75.52333333333333,58.3,20417,66.1,200256900,76.14100672,64.2,70.5
2011-12-31,0.0173,0.020142,0.015431,0.015124,0.009841,0.002013,0.000446,2.2e-05,1.8e-05,-0.005365,94.01333333333332,0.0733333333333333,-0.0912647962488648,-0.0700080051447533,-0.0117748304359541,0.09472943275988,0.7513668086431804,-1.447877711461334,0.0124350063395979,199.8,-57625356220.0,8.633333333333333,78.24333333333334,57.8,20515,65.9,200324000,70.88648412,64.0,70.5
2012-03-31,-0.073781,-0.055858,-0.02128,-0.009014,-0.004918,-0.000714,-0.00047,5.8e-05,7.5e-05,0.016484,102.87666666666668,0.1033333333333333,-0.3646515656770887,-0.3722470113601242,-0.2704739624531768,-0.1044532572997216,0.1883015654652159,-1.4773399380657533,0.0143001070743762,204.2,-57131066822.0,8.266666666666667,79.01,57.8,20690,65.6,201252600,61.963946,63.8,70.2
2012-06-30,0.127678,0.108979,0.053719,0.039666,0.01914,0.001971,0.000333,0.000306,0.000116,0.000376,93.42666666666666,0.1533333333333333,-0.316430879910793,-0.2802878547237498,-0.27499397433902,-0.0142687311834871,0.2420405932650802,-1.4175777677183463,0.0086073606593644,199.8,-59207807965.0,8.2,81.14999999999999,57.7,20744,65.6,201443900,80.43313001,63.8,70.3
2012-09-30,-0.004145,0.001399,0.006855,0.00825,0.009551,0.002391,0.001139,0.000334,0.000149,0.008405,92.18,0.1433333333333333,-0.4232283889786039,-0.4140686390279927,-0.4192094649932046,-0.0531859099350092,0.1853446005148163,-1.398860214020726,0.0069368299046437,204.4,-57422778868.0,8.033333333333333,81.26,57.6,20845,65.4,201602600,71.10793606,63.6,70.1
2012-12-31,-0.016702,-0.009248,-0.00241,-0.003191,0.000357,0.000884,0.000724,0.00038,0.000225,-0.007804,87.96,0.16,-0.560047385888218,-0.5970186206526024,-0.5662838591893574,-0.138635584397075,-0.0915033976275863,-1.418291765196449,0.0061814238525459,201.5,-46353231463.0,7.8,79.94666666666667,57.7,20933,65.3,201852200,72.63115557,63.7,70.1
2013-03-31,-0.025367,-0.022341,0.000277,0.004557,0.002738,0.00129,0.000965,0.000179,0.000117,0.013815,94.33666666666666,0.1433333333333333,-0.6479498217513763,-0.6840848984770808,-0.6079186466778074,-0.240543812445638,-0.3781374726426201,-1.39651054908687,0.0138711442137984,204.0,-45208542875.0,7.733333333333333,81.46,57.2,21007,65.2,202027700,84.97915898,63.3,69.7
2013-06-30,-0.064196,-0.054892,-0.043673,-0.03822,-0.025329,-0.000918,0.000602,0.000311,6.2e-05,0.00314,94.1,0.1166666666666666,-0.6853912764254704,-0.7632855124837233,-0.5782052164865635,-0.342500142757158,-0.4766277323292813,-1.2903316991872154,0.0048352406378857,204.3,-50380049325.0,7.533333333333334,82.71666666666667,57.4,21082,65.1,202272000,97.44000162,63.4,69.9
2013-09-30,-0.030863,-0.018841,0.000275,0.006981,0.008367,0.002884,0.001523,0.00016,2.6e-05,0.002762,105.84333333333332,0.0833333333333333,-0.66342024564417,-0.737104053078974,-0.539644901465791,-0.321867812180179,-0.7281001022191719,-1.2140632655989714,0.0134589761886272,203.9,-63563362586.0,7.233333333333333,81.25333333333333,57.1,21133,65.2,202629100,87.4218151,63.2,69.8
2013-12-31,-0.040779,-0.03187,-0.027048,-0.019243,-0.009234,0.000377,0.000293,0.000167,7.2e-05,-0.004697,97.34333333333332,0.0866666666666666,-0.7488946826149034,-0.8445571800066738,-0.6398731522080662,-0.4035520252536788,-0.3936237960500968,-1.151949084385013,0.0140487953229233,202.0,-50547245412.0,6.933333333333334,80.30333333333334,57.0,21199,65.1,202744200,72.35543762,62.9,69.2
2014-03-31,0.086598,0.069539,0.036126,0.017198,0.008722,0.002162,0.000948,0.000222,8.5e-05,0.01392,98.74666666666668,0.0733333333333333,-0.7743051992329977,-0.8814669410334566,-0.6909225874405114,-0.4073862454629814,-0.2435427942233308,-1.1097493558108025,0.0003326543554891,207.0,-52322984264.0,6.666666666666667,80.36666666666666,57.2,21292,64.9,202706500,78.19776608,63.1,69.4
2014-06-30,0.047635,0.039891,0.025191,0.01931,0.013131,0.002661,0.000678,0.000124,4.3e-05,0.008676,103.34666666666668,0.0933333333333333,-0.7815065267044926,-0.8122202327149501,-0.7239835641838487,-0.3714207370646489,-0.3637521629195114,-1.1273818807460048,0.0186518715426413,208.3,-59870529709.0,6.2,79.87333333333333,56.9,21424,64.8,203033500,81.77550349,62.8,69.2
2014-09-30,0.040153,0.030076,0.00779,0.002801,0.000652,0.000881,0.001095,0.000116,2e-05,-0.001309,97.78000000000002,0.09,-0.7276797371099701,-0.7822254788347357,-0.6754240002474597,-0.3330874699829991,-0.2318810429837141,-1.0676713828155184,0.0163096081013289,206.4,-70061036762.0,6.066666666666666,83.38333333333333,56.8,21541,64.3,203216300,128.4097956,62.8,69.2
2014-12-31,0.097399,0.08772,0.028963,0.022431,0.014765,0.00126,-0.000312,3.6e-05,1.6e-05,-0.013523,73.16000000000001,0.0999999999999999,-0.6359684083351289,-0.7298597055063153,-0.6060006005603951,-0.2347965926304938,-0.1974516686123775,-0.9686424895359136,0.0060576060922159,197.0,-62274420491.0,5.7,88.51666666666667,56.7,21678,63.9,203432200,103.9904621,62.8,69.3
2015-03-31,0.052271,0.030279,0.024583,0.023302,0.019033,0.005235,0.001569,9.1e-05,-1.6e-05,0.005566,48.54,0.11,-0.5237905220700907,-0.6091428901837536,-0.5069791432402517,-0.120315810822457,-0.2806321983531054,-0.903594469600432,0.0084551882559247,191.5,-64566528470.0,5.533333333333334,96.16,56.6,21829,63.8,203971800,97.86305938,62.6,69.1
2015-06-30,-0.109301,-0.072059,-0.029896,-0.018666,-0.007541,0.001881,0.00081,0.000147,2.8e-05,0.010668,57.84666666666667,0.1233333333333333,-0.544846560927265,-0.5881823321038872,-0.5561749303630912,-0.1107911996011088,-0.2364341365264704,-0.8439211960140861,0.0119719131294888,194.8,-66404047109.0,5.433333333333334,95.66666666666669,56.8,22011,63.5,204402000,83.74267272,62.7,69.0
2015-09-30,0.060708,0.057191,0.032001,0.029317,0.019718,0.003815,0.001348,0.000164,-1.6e-05,-0.002904,46.41666666666666,0.1366666666666667,-0.4620597614552481,-0.4592398476457182,-0.5146335154891607,-0.0076751292797188,-0.0566190119737826,-0.7750519861250914,0.0066653960462552,189.1,-66629541000.0,5.1000000000000005,96.50333333333332,56.4,22140,63.6,204607500,132.3806573,62.4,68.8
2015-12-31,-0.026188,-0.017275,-0.014718,-0.016364,-0.01206,-0.004645,-0.002149,0.000209,9.6e-05,-0.005968,41.95,0.16,-0.4324541235895057,-0.4255662696677994,-0.5406289468292326,0.0812452162580345,-0.0218920848450563,-0.7092549931073898,0.0018210890711505,183.5,-59653658380.0,5.033333333333333,98.58333333333331,56.8,22318,63.7,204770200,192.2720972,62.7,69.0
2016-03-31,0.091806,0.080643,0.045446,0.042272,0.033047,0.009404,0.004291,0.000758,0.000432,0.006794,33.18333333333333,0.36,-0.3232837269140776,-0.2859660683279472,-0.4830401736338559,0.217791096218184,0.0694990218943938,-0.6582596946754646,0.0049251600354258,182.1,-52878296489.0,4.9,97.46999999999998,57.1,22447,63.5,205200900,211.420028,63.0,69.3
2016-06-30,0.076874,0.058038,0.029989,0.022026,0.01512,0.005059,0.003261,0.000846,0.000354,0.012119,45.406666666666666,0.3733333333333333,-0.3737658322844037,-0.252941218604274,-0.5180614261093885,0.1634935863917507,0.0471817202665369,-0.6356050314664967,0.0100275111650247,187.6,-63440823608.0,4.933333333333334,95.03666666666668,56.6,22615,63.1,205540900,61.08891745,62.7,69.3
2016-09-30,-0.000691,-0.016623,-0.006016,-0.005161,-0.004297,-0.001637,3.5e-05,0.001092,0.000555,0.001701,44.85,0.3966666666666666,-0.3488309924583371,-0.2207873981747154,-0.4711709346084601,0.1564881159202938,0.0519408480212059,-0.6267290964649846,0.0096697243254513,186.9,-61502855757.0,4.9,95.67,56.8,22779,63.4,205743400,220.7473111,62.9,69.3
2016-12-31,-0.143521,-0.098297,-0.059124,-0.046755,-0.029913,-0.004751,7.7e-05,0.000842,0.000543,1.7e-05,49.13666666666666,0.45,-0.4120449120345898,-0.3350429489366093,-0.487660540060881,0.0984801473397338,-0.5644146956284762,-0.6145386221117805,0.0104135795957358,188.2,-57102117274.0,4.766666666666667,100.71666666666664,56.7,22928,63.5,205957300,178.8190269,62.7,69.0
2017-03-31,0.017386,0.014448,0.012053,0.009195,0.006928,0.002921,0.001617,0.001212,0.001075,0.009813,51.76666666666667,0.7000000000000001,-0.4837740958340547,-0.3798932173840085,-0.5152092398003039,-0.0034315497220461,-0.6816221550212626,-0.5725245074023826,0.0099901102073565,191.5,-58089106466.0,4.566666666666666,100.32666666666668,57.2,23047,63.6,205316000,232.5034848,62.9,69.1
2017-06-30,0.046417,0.028579,0.017674,0.01112,0.008075,0.001661,0.001545,0.002079,0.001769,0.004734,48.24,0.95,-0.5321444163061628,-0.458273537744521,-0.5994680692920309,-0.0243736698842592,-0.4009360463955511,-0.5474357844927609,0.0082239786922091,193.6,-65463225644.0,4.366666666666667,97.2,57.0,23165,63.9,205628000,206.4464346,62.8,69.1
2017-09-30,-0.002105,0.003922,-0.000329,0.004178,0.003609,0.001747,0.002879,0.002699,0.002495,0.007609,48.16333333333333,1.153333333333333,-0.5678862719362955,-0.5000995129722402,-0.626515655484769,-0.0662157045785782,-0.3792213704323011,-0.5611813656127838,0.0130642864319283,194.8,-64174388491.0,4.333333333333333,92.87,57.2,23295,63.9,205693100,356.8282664,63.1,69.3
2017-12-31,0.031142,0.015337,-0.001523,-0.004053,-0.006103,-0.002762,-0.000291,0.002835,0.002552,-0.001196,55.36666666666667,1.2033333333333334,-0.60111379837003,-0.5864058604347501,-0.6486650660036006,-0.0935525211181909,-0.5176502132436785,-0.5583075774987034,0.0174935299283816,196.3,-64082910684.0,4.166666666666667,93.24,56.8,23383,64.0,205878000,110.9187327,62.7,69.0
2018-03-31,-0.039964,-0.02895,-0.023974,-0.016501,-0.00981,-0.001882,0.002425,0.003464,0.002457,0.012291,62.88666666666666,1.4466666666666663,-0.5614070250729873,-0.5410532755237073,-0.5911751285915757,-0.0726363554934032,-0.6520636720120969,-0.4828646742465035,0.0145462753869225,199.3,-58423653837.0,4.033333333333333,89.90333333333332,56.9,23523,64.2,206222000,145.8891603,62.9,69.2
2018-06-30,0.004519,-0.001069,-0.003786,-0.001631,-0.000643,0.001851,0.004408,0.004499,0.004248,0.009758,68.03333333333335,1.7366666666666666,-0.5439114795297234,-0.4956651405179239,-0.5910024240155098,-0.0517328312927474,-0.4452947743900378,-0.4019796159532587,0.0124140168756723,204.2,-65754115947.0,3.9333333333333336,93.49,57.2,23615,64.5,206560600,168.5004479,63.0,69.2
2018-09-30,-0.033086,-0.022768,-0.009975,-0.005438,-0.002241,0.001723,0.004274,0.004898,0.00463,0.001786,69.75666666666667,1.923333333333333,-0.5791758407686269,-0.5772560772050909,-0.6652968869939353,-0.0779649769796224,0.1084107657276374,-0.370244674645026,0.0105834960083401,203.6,-71928565547.0,3.766666666666667,94.92,57.1,23709,64.4,206680900,175.3621677,62.8,68.8
2018-12-31,0.044516,0.049286,0.039366,0.035219,0.028331,0.014302,0.007899,0.005777,0.005626,-0.004777,59.07666666666668,2.22,-0.4998702626032912,-0.5231342255417833,-0.5942730372096654,-0.0196761175854442,0.3076151275105806,-0.3608167126458976,0.0057280901285798,201.0,-72641595770.0,3.8333333333333335,96.85666666666668,57.4,23852,64.6,206805200,179.0481699,63.0,69.0
2019-03-31,0.049688,0.043867,0.032338,0.024435,0.019753,0.010163,0.008326,0.005665,0.005675,0.011818,54.82666666666668,2.4033333333333333,-0.5471938687850604,-0.5456932166761066,-0.6528918761266748,-0.0194566185552186,-0.0017057422764407,-0.4196127580099238,0.0092616039675554,200.8,-58961669617.0,3.8666666666666663,96.34,57.4,23988,64.2,206111100,170.6377254,63.0,69.0
2019-06-30,0.065926,0.052426,0.037822,0.034872,0.028835,0.014556,0.009437,0.006417,0.005973,0.007636,59.78333333333333,2.3966666666666665,-0.5949505823135401,-0.6016184344261758,-0.709339871273886,-0.0443119699234695,-0.1123655154241371,-0.5401336646160597,0.0135630648553402,200.3,-68247532263.0,3.633333333333333,97.12,57.2,24135,64.3,206500500,150.1772222,63.0,69.2
2019-09-30,0.095085,0.061688,0.029457,0.019371,0.015041,0.006352,0.005326,0.005743,0.005488,0.002404,56.370000000000005,2.19,-0.5476431519132926,-0.5698938281547723,-0.6759804482446431,0.0053746706665749,0.0381496843002417,-0.6163054256563542,0.0149188674161033,198.4,-71767023651.0,3.6,98.94,57.6,24288,64.7,206323700,186.3893338,63.2,69.2
2019-12-31,-0.053375,-0.039017,-0.019347,-0.009514,-0.001915,0.004512,0.005452,0.004596,0.004165,0.000837,56.95666666666667,1.643333333333333,-0.5539945317635376,-0.5785328972807484,-0.6714606020239007,-0.0206962944219411,0.0894405665565502,-0.6592505507300259,0.0099481649796837,199.0,-66421729689.0,3.6,97.33666666666666,57.8,24428,65.0,206316100,116.3448976,63.3,69.2
2020-03-31,0.270715,0.193366,0.112754,0.092476,0.065975,0.029371,0.016925,0.005899,0.003644,0.004441,45.75666666666667,1.26,-0.3476762834151379,-0.3415718753033204,-0.4488527619235469,0.1031391221895242,0.557024720505269,-0.6033405680524118,-0.0082969589002834,193.1,-60627098719.0,3.8333333333333335,98.19,57.1,24356,65.3,205286900,124.3316579,62.6,68.4
2020-06-30,-0.013836,-0.003608,0.006131,0.005712,0.006925,0.002377,0.000281,0.0003,0.000173,-0.001232,27.80666666666667,0.06,-0.0741509378284453,-0.0559063244381709,-0.2645797070133494,0.4118305471347893,0.7081815310615749,-0.9371841657168394,-0.0824296529696378,191.2,-74015670506.0,13.0,98.25,56.0,22727,68.0,205540600,100.3952129,61.5,67.3
2020-09-30,-0.008994,-0.002588,0.000478,0.003431,0.002415,0.000648,0.000938,0.000498,0.000251,0.009631,40.89333333333334,0.0933333333333333,-0.4774977190737949,-0.5751682153953152,-0.6054528172149805,0.0336553323020016,0.3662522824241553,-1.8052339005276516,0.0874897555106297,195.5,-84635768145.0,8.799999999999999,93.12666666666668,55.7,23189,67.3,206100500,128.5262786,61.4,67.5
2020-12-31,-0.044,-0.028756,-0.018262,-0.007537,-0.002025,0.000929,0.000731,0.000217,0.000199,0.000745,42.45333333333333,0.09,-0.5406033490891262,-0.5229651519737026,-0.6457656419003955,-0.0475188712324274,0.441555821611799,-1.8967165105996284,0.017633399106367,200.5,-82245739756.0,6.766666666666667,91.95,56.0,23334,65.7,206212500,110.6732656,61.5,67.4
2021-03-31,-0.15616,-0.113907,-0.064117,-0.044347,-0.023372,-0.00048,0.000322,0.00028,0.000118,0.016903,57.79,0.08,-0.6258030141523074,-0.5389396336099037,-0.6804476181370007,-0.1286988460473346,-0.2179443673646405,-1.7675323295151515,0.0268723095228178,215.0,-84263436461.0,6.233333333333333,91.56333333333332,56.2,23536,65.6,205093800,124.2998003,61.5,67.1
2021-06-30,0.076526,0.05062,0.029633,0.017328,0.007376,-0.000639,0.000126,0.000126,2.3e-05,0.025744,66.08999999999999,0.07,-0.6825468142354498,-0.5719190524153428,-0.7120630752049544,-0.1778185258729512,-0.5604557816349424,-1.6077206157599433,0.0328568884557451,228.9,-94255518952.0,5.933333333333334,91.25,56.1,23642,65.5,205381700,123.1082972,61.7,67.6
2021-09-30,0.01538,0.01038,0.003161,0.00119,4.9e-05,0.000768,0.000475,0.000139,0.000113,0.009622,70.62333333333333,0.09,-0.6567596309220226,-0.6233837143988773,-0.7237613459347865,-0.1438114535491015,-0.219575658004159,-1.3528108405809516,0.0237544240543909,235.678,-102009288956.0,5.066666666666666,93.01,56.0,23705,65.3,205484000,133.6750229,61.7,67.7
2021-12-31,0.035821,0.009161,0.002712,-0.004788,-0.009351,-0.006139,-0.002526,0.00012,0.000148,0.016376,77.44666666666667,0.08,-0.5887277752126635,-0.5802065832012583,-0.6146008740117006,-0.1179231588795638,-0.3842527682426328,-1.2247809556053,0.0346596557414089,241.338,-97563695275.0,4.2,95.36,56.5,23886,65.5,205397100,108.2518683,62.0,67.8
2022-03-31,-0.112011,-0.099308,-0.06787,-0.058726,-0.051526,-0.026802,-0.009447,0.000369,0.000132,0.031212,94.45333333333332,0.12,-0.4749638926903547,-0.4185638491134535,-0.4958317705362036,-0.018797728441744,-0.5147907175455197,-1.0356328422246228,0.0176011139052778,260.014,-115184523489.0,3.8333333333333335,97.18666666666668,56.9,24057,65.4,206789300,140.4492635,62.4,68.1
2022-06-30,-0.13919,-0.112241,-0.051446,-0.033735,-0.021337,-0.003322,-0.004385,0.001083,0.000911,0.030634,108.72333333333334,0.77,-0.2884547505192563,-0.169760847963615,-0.3127881726656211,0.1189226121013834,-0.2154818083248518,-0.844590519736627,0.0241955090755783,280.251,-102700165035.0,3.633333333333333,103.13,56.8,24267,65.9,207357200,143.2794205,62.2,67.8
2022-09-30,-0.101773,-0.084358,-0.060534,-0.048905,-0.040543,-0.016645,-0.004936,0.004046,0.004649,0.001678,93.18333333333334,2.19,-0.1889391550322428,-0.1705582504609006,-0.223565118466682,0.190943848975423,0.0748103155183125,-0.7160061174530999,0.0183676824808287,267.898,-98493745298.0,3.533333333333333,108.90666666666668,56.7,24552,65.9,207516700,119.6612584,62.2,68.0
2022-12-31,-0.029019,0.000717,0.006176,0.013231,0.013653,0.009147,0.007423,0.008275,0.008586,-3.7e-05,82.78666666666668,3.653333333333333,-0.1625747530420356,-0.1622321861215185,-0.1841533095750448,0.2113985541577267,-0.1517180889371381,-0.6923491057409221,0.0164871274268401,257.897,-86414920428.0,3.5666666666666664,107.0,56.8,24773,65.9,207662400,130.9727185,62.3,68.1
2023-03-31,0.067912,0.059306,0.042767,0.034128,0.029957,0.017448,0.01272,0.011064,0.010631,0.016978,76.07666666666667,4.516666666666667,-0.2511591753057534,-0.2338206008879062,-0.2850215498574302,0.167692397705978,-0.2836360130851388,-0.7683384233850208,0.0166575434450007,257.062,-77673268203.0,3.533333333333333,103.16,57.2,25033,66.0,208128900,123.5531204,62.6,68.3
2023-06-30,-0.029283,-0.0273,-0.022296,-0.022457,-0.017914,-0.009302,0.003407,0.011933,0.011423,0.010843,73.76,4.989999999999999,-0.2040928851313987,-0.2159281560025442,-0.2986322618238594,0.1862928822918919,0.8498110847458243,-0.8166382419044562,0.01152281277,253.86,-90056597047.0,3.533333333333333,102.96666666666664,57.3,25314,66.0,208632600,129.2925083,62.6,68.0
2023-09-30,-0.124379,-0.09606,-0.048718,-0.029655,-0.012805,0.006736,0.011999,0.011966,0.013253,0.008784,82.29666666666667,5.260000000000001,-0.3068659711732576,-0.2718604826896056,-0.3943245273098537,0.1317203576337154,0.4191825465300702,-0.8606562933866732,0.0197889542901386,258.934,-88972720400.0,3.633333333333333,103.9,57.4,25641,65.9,208995100,114.8373799,62.7,68.2
2023-12-31,0.126552,0.10753,0.067224,0.055674,0.047409,0.025551,0.019206,0.013657,0.013465,-0.003388,78.41000000000001,5.33,-0.3204921736024413,-0.323192982832797,-0.3762854225330463,0.1016504542960125,0.0809136734064888,-0.8459177685328998,0.012462258920316,249.866,-79349710789.0,3.8,103.83,57.1,25935,65.6,209257300,139.0475423,62.5,68.1
2024-03-31,-0.040914,-0.026131,-0.016383,-0.01476,-0.0069,0.002146,0.007759,0.013044,0.013167,0.018211,77.56,5.33,-0.4159979283068384,-0.458764625916337,-0.4521831990070059,0.0168030714347386,-0.0863783410493431,-0.8279992943415413,0.0099715663006307,255.095,-79716903106.0,3.8333333333333335,103.99333333333334,57.6,26225,65.7,208423600,182.7765245,62.7,68.1
2024-06-30,-0.023592,-0.01812,-0.004645,-0.001042,0.003502,0.008353,0.011,0.013536,0.013464,0.005901,81.71333333333332,5.33,-0.4102870769174415,-0.4205251169662399,-0.4134250911230155,-0.0107016158881119,-0.1572222653287245,-0.830204577984926,0.015287743439923,255.914,-92076334047.0,3.9666666666666655,105.58666666666666,57.4,26474,65.7,208867400,172.696208,62.6,68.1
