date,b30ret,b20ret,b10ret,b7ret,b5ret,b2ret,b1ret,t90ret,t30ret,cpiret,wti_price,fedfunds,nfci,anfci,nfci_risk,nfci_credit,nfci_leverage,nfci_nonfinancial_leverage,gdp_growth,ppi,trade_balance,unrate,usd_index,labor_force_women,health_services_emp,homeownership_rate,working_age_pop,migration_fear_idx,labor_force_part,labor_force_men
1992-09-30,0.0609,0.06667,0.06657,0.063588,0.057864,0.032359,0.020542,0.010188,0.008092,0.007846,21.666666666666668,3.2566666666666664,-0.9024061943289828,-0.9875926029936876,-0.9956576810845598,-0.1820767730892149,-0.7491338899211224,-1.126352922910096,0.0148171088942679,118.0,-9430678379.0,7.633333333333333,80.63,57.8,12012,64.1,163073700,107.7802228,66.5,75.9
1992-12-31,0.012424,0.010626,0.001022,-0.007161,-0.011252,0.001694,0.005882,0.007653,0.006918,0.004247,20.48,3.036666666666666,-0.748802485700633,-0.8004143540233108,-0.7626583084515661,-0.1681851364387813,-0.8852073120504234,-1.1593223272642643,0.017385144094218,117.6,-7396282460.0,7.366666666666667,90.27666666666666,57.9,12112,64.3,163527300,108.91728,66.3,75.5
1993-03-31,0.067719,0.062656,0.060835,0.05662,0.051365,0.023307,0.013823,0.008014,0.007099,0.01198,19.813333333333333,3.04,-0.9547732845693552,-1.0859839104486524,-0.9949821390608314,-0.2042890434731236,-1.2564367250056776,-1.1140288145787225,0.0072829568541386,118.7,-8626420378.0,7.133333333333333,92.79333333333334,57.6,12202,63.9,163677900,116.9090088,66.2,75.6
1993-06-30,0.048769,0.055849,0.039523,0.034627,0.02474,0.01026,0.008697,0.007698,0.007314,0.005572,19.76333333333333,3.0,-0.993313974235638,-1.1010498345098476,-1.0366228174023016,-0.2875489421767574,-1.1440273592325338,-1.0729023748993394,0.0118107562584155,119.5,-11751672789.0,7.066666666666666,90.73333333333332,58.0,12337,64.0,163999800,103.9251739,66.5,75.7
1993-09-30,0.0835,0.056972,0.037846,0.032313,0.025666,0.014234,0.010629,0.008275,0.007306,0.004848,17.8,3.06,-1.0772379252158024,-1.1821373132121185,-1.1287787642905331,-0.3033451442305214,-1.250230354078639,-1.0209800175112078,0.0107445521247877,118.7,-12799117243.0,6.8,94.04666666666668,57.9,12460,64.0,164595000,127.079918,66.2,75.2
1993-12-31,-0.025912,-0.014188,-0.009,0.001229,-0.003082,0.005378,0.007534,0.008105,0.006966,0.004824,16.426666666666666,2.99,-0.9757956984088364,-0.9901757443391156,-1.0631247149976493,-0.3172362840993106,-0.6814405171771646,-0.9411052834754698,0.019127888036468,118.6,-7321570990.0,6.633333333333333,96.04333333333334,58.4,12585,64.1,164986100,99.62190479,66.4,75.0
1994-03-31,-0.077502,-0.055918,-0.0523,-0.047529,-0.027232,-0.004924,0.002919,0.007708,0.007109,0.009601,14.829999999999998,3.2133333333333334,-0.9401949722861837,-0.8931879948113273,-0.9849231358225692,-0.4942874245561892,-0.2970959566557841,-0.8011516413634907,0.0145306254667625,119.7,-8702494912.0,6.566666666666666,94.4,58.7,12699,64.0,165405900,94.08948853,66.5,74.9
1994-06-30,-0.042851,-0.029791,-0.016981,-0.01142,-0.011254,-0.001466,0.004819,0.009919,0.009006,0.005435,17.790000000000003,3.94,-0.728536625455267,-0.6412677733308515,-0.6909591959292016,-0.4109374598825162,-0.4735332879399765,-0.645288598694107,0.0184493283257809,120.5,-14012467521.0,6.2,91.42,58.7,12852,63.9,165811300,106.6794715,66.4,74.7
1994-09-30,-0.014775,-0.003264,-0.001272,0.004126,0.005452,0.008884,0.010694,0.011247,0.010131,0.00946,18.496666666666663,4.486666666666667,-0.7617912193427635,-0.7116454825621291,-0.7746054040468225,-0.3419464443595702,-0.3346654853006314,-0.4699637461975348,0.0116109840151645,121.0,-15262503908.0,6.0,89.14,58.9,12989,63.9,166131500,110.5625871,66.6,75.0
1994-12-31,0.012637,0.016559,0.005906,-0.000124,-0.003045,-0.001381,0.00463,0.01324,0.012009,0.002008,17.650000000000002,5.166666666666667,-0.5274984497897767,-0.3489611963634471,-0.5483435951298667,-0.2556534480601311,0.2186096003003932,-0.3150076530031235,0.0169433541465611,121.9,-10361030391.0,5.633333333333333,87.85000000000001,58.7,13125,64.1,166420100,101.5075521,66.7,75.4
1995-03-31,0.066543,0.063633,0.061205,0.050366,0.048175,0.035215,0.025688,0.015176,0.012323,0.011356,18.383333333333333,5.81,-0.5668937126277105,-0.4131659418165465,-0.6400084622577027,-0.1197341389764759,0.0949882093277088,-0.1445686004801655,0.0089870438271466,123.9,-11149039447.0,5.466666666666666,85.27333333333333,58.8,13257,64.4,166677800,97.50948612,66.7,75.3
