Friday_of_Week,NFCI,ANFCI,Risk,Credit,Leverage,Nonfinancial_Leverage
07/14/2017,-0.57583933466967,-0.527931116947872,-0.63198092750603,-0.0691718534133837,-0.398517267269837,-0.552734720242497
07/21/2017,-0.578045378422999,-0.537854788139336,-0.632464840998393,-0.0716819486330406,-0.392597715346956,-0.554470155208476
07/28/2017,-0.577680460869679,-0.538012872262105,-0.63232353541847,-0.0715972195019654,-0.385196204774071,-0.556264024404215
08/04/2017,-0.574601676407311,-0.526376722809546,-0.631148937101599,-0.069188628902912,-0.377352732936006,-0.558082807871064
08/11/2017,-0.569352720539921,-0.507316228756327,-0.629119672469694,-0.0653152994570082,-0.369633637370536,-0.559895449677305
08/18/2017,-0.563952960272501,-0.48724698822471,-0.62677871792166,-0.0613742529699222,-0.363469816061703,-0.561672470668422
08/25/2017,-0.559929172345358,-0.472109103111171,-0.624760314014213,-0.0586106156713677,-0.359781018923507,-0.563383737043826
09/01/2017,-0.55778231821971,-0.465092586467085,-0.622853937098019,-0.0579325974386106,-0.359597627504266,-0.564996867720242
09/08/2017,-0.557459023945081,-0.466171669253141,-0.621060260842231,-0.0596060979688931,-0.363498843697279,-0.56647571906952
09/15/2017,-0.56032752364833,-0.474571577472294,-0.620355430256464,-0.0639000765320372,-0.372015253877169,-0.567778248131261
09/22/2017,-0.564731549604937,-0.485511554863212,-0.619995359019945,-0.0701431676307121,-0.384778483410387,-0.568855723753825
09/29/2017,-0.570219046771743,-0.498237260466249,-0.620174050443249,-0.0775824831603904,-0.4012251817982,-0.56965370391015
10/06/2017,-0.577081689091208,-0.513676781983538,-0.621855489428991,-0.0854045424946596,-0.420311425296305,-0.570114010817439
10/13/2017,-0.584162840291947,-0.530565111771513,-0.624619267925697,-0.0925770307405674,-0.441005408201435,-0.570168254780835
10/20/2017,-0.591001654547776,-0.549185191551885,-0.628646707595153,-0.0979295398410389,-0.462587854065436,-0.569759914877162
10/27/2017,-0.596384732499627,-0.567498463970763,-0.633221604562469,-0.100957361800389,-0.483650262593269,-0.568833572713512
11/03/2017,-0.600582318619298,-0.584966714771355,-0.638855912832404,-0.10121405402671,-0.503462761333415,-0.567342194921973
11/10/2017,-0.602737209318459,-0.597286660376966,-0.644418496827054,-0.099149069503314,-0.520946268349676,-0.565250555878692
11/17/2017,-0.603852550064359,-0.604637875561547,-0.649549738954089,-0.0958366761494961,-0.536023448064645,-0.562536152646968
11/24/2017,-0.604769856235907,-0.607233737307113,-0.654550657471316,-0.0923544086908282,-0.547928327038446,-0.559189762015245
12/01/2017,-0.605868304732601,-0.607789962127028,-0.659306189831566,-0.0894997922942039,-0.556617087434536,-0.555217019286617
12/08/2017,-0.607164171894775,-0.607997265652374,-0.66364292745885,-0.0879135920566609,-0.56200906432111,-0.550637472780017
12/15/2017,-0.609874573156874,-0.610568792233044,-0.667908770974197,-0.0884020002699356,-0.564592334899659,-0.545484718215544
12/22/2017,-0.613679995277913,-0.616758051591459,-0.671873096710564,-0.0906591180348823,-0.565258052923285,-0.539805929162736
12/29/2017,-0.617319483079646,-0.625111576753166,-0.674196997474457,-0.0942855886337962,-0.565060477646604,-0.533658949386405
