date,b30ret,b20ret,b10ret,b7ret,b5ret,b2ret,b1ret,t90ret,t30ret,cpiret,wti_price,fedfunds,nfci,anfci,nfci_risk,nfci_credit,nfci_leverage,nfci_nonfinancial_leverage,gdp,gdp_growth,ppi,trade_balance,unrate,usd_index
2003-03-31,0.005725,0.014818,0.011977,0.011918,0.010443,0.007994,0.004272,0.003135,0.002828,0.018242,34.096666666666664,1.25,-0.5326735582144869,-0.5631236479888462,-0.5935256558542107,0.02197731575620056,-0.5674823568205064,0.31889285507937715,11174.129,0.010188191710784666,141.2,-42851561205.0,5.866666666666667,99.56
2003-06-30,0.051314,0.052808,0.032904,0.031168,0.024129,0.008456,0.004285,0.003331,0.002829,-0.002715,28.98,1.2466666666666668,-0.6921152274394802,-0.7787480173871236,-0.7588046411249615,-0.06467533567793672,-0.8534871243743466,0.21532708138662437,11312.766,0.012406962547147904,138.0,-42664438449.0,6.133333333333333,95.06333333333333
2003-09-30,-0.033739,-0.031447,-0.018612,-0.009144,-0.000923,0.002961,0.003439,0.002537,0.00223,0.008165,30.213333333333335,1.0166666666666666,-0.6913187989472775,-0.7290465548136785,-0.7048546781657349,-0.18056934426923063,-0.6970989727890594,0.16190024580224138,11566.669,0.02244393634589459,138.5,-48772189515.0,6.133333333333333,95.94666666666666
2003-12-31,-0.014606,-0.009952,-0.012729,-0.007511,-0.005371,0.000301,0.002605,0.002551,0.002258,-0.00486,31.19333333333333,0.9966666666666667,-0.7131565772830876,-0.706207810126659,-0.7110239234411121,-0.25543779936799593,-0.4653574032442948,0.22705160769561192,11772.234,0.01777218661656188,139.5,-46394893986.0,5.833333333333333,89.95333333333333
2004-03-31,0.05635,0.054179,0.045467,0.038085,0.029554,0.01177,0.004241,0.002451,0.002165,0.016821,35.24666666666667,1.0033333333333332,-0.7912664309620552,-0.7228771859320348,-0.7776358362594287,-0.33181824616116745,-0.5576057172295639,0.34422663146643295,11923.447,0.012844885686098317,143.1,-49411131260.0,5.7,87.37333333333333
2004-06-30,-0.059372,-0.050688,-0.045882,-0.036875,-0.033214,-0.013752,-0.003481,0.002386,0.002217,0.012274,38.35333333333333,1.01,-0.7265499836582863,-0.7157326266251027,-0.6961641755979167,-0.3404165595489787,-0.34000619545069755,0.45793848268926596,12112.815,0.015881984463050003,147.2,-60013814036.0,5.599999999999999,89.41000000000001
2004-09-30,0.070238,0.063964,0.047581,0.038401,0.02875,0.010161,0.005037,0.003485,0.003223,0.001055,43.873333333333335,1.4333333333333333,-0.6980367074600942,-0.7282289106004247,-0.6919549026190855,-0.27412793931130275,-0.2710891093752689,0.5974124641671078,12305.307,0.015891599103924348,147.7,-57000131456.0,5.433333333333334,88.75333333333333
2004-12-31,0.022185,0.016955,0.006592,0.002498,-0.000605,-0.000449,0.000988,0.004696,0.004348,0.002107,48.300000000000004,1.95,-0.7077836393997402,-0.6947198483147877,-0.730900982362803,-0.25311234132245974,-0.144870270187419,0.7611201116336171,12527.214,0.018033438743137342,150.2,-55926699871.0,5.433333333333334,82.52666666666666
2005-03-31,0.021228,0.00895,-0.008384,-0.011134,-0.01297,-0.003501,0.001761,0.005699,0.005435,0.015765,49.72666666666667,2.47,-0.6989731421171007,-0.6858366155720638,-0.7269927453840164,-0.2365557768212346,-0.11767251021995702,0.9383058853601649,12767.286,0.01916403759048113,153.7,-55684268270.0,5.3,83.39
2005-06-30,0.097252,0.087454,0.054399,0.04409,0.030349,0.012651,0.008769,0.007134,0.006745,0.006207,53.053333333333335,2.9433333333333334,-0.6127412298790584,-0.5635983522019304,-0.6703457886001629,-0.13333846501233854,0.03593288670743094,1.127123170237593,12922.656,0.012169383532255829,154.3,-64034293715.0,5.1000000000000005,87.10000000000001
